first_line,text,len,note,text_raw,len_raw
"  Remorse is memory awake,","  Remorse is memory awake,
  
  Her companies astir, —
  
  A presence of departed acts
  
  At window and at door.
  

  It's past set down before the soul,
  
  And lighted with a match,
  
  Perusal to facilitate
  
  Of its condensed despatch.
  

  Remorse is cureless, — the disease
  
  Not even God can heal;
  
  For 't is his institution, —
  
  The complement of hell.",379,,remorse is memory awake her companies astir a presence of departed acts at window and at door its past set down before the soul and lighted with a match perusal to facilitate of its condensed despatch remorse is cureless the disease not even god can heal for t is his institution the complement of hell,302
"  The body grows outside, —","  The body grows outside, —
  
  The more convenient way, —
  
  That if the spirit like to hide,
  
  Its temple stands alway
  

  Ajar, secure, inviting;
  
  It never did betray
  
  The soul that asked its shelter
  
  In timid honesty.",241,,the body grows outside the more convenient way that if the spirit like to hide its temple stands alway ajar secure inviting it never did betray the soul that asked its shelter in timid honesty,192
  Undue significance a starving man attaches,"  Undue significance a starving man attaches
  
  To food
  
  Far off; he sighs, and therefore hopeless,
  
  And therefore good.
  

  Partaken, it relieves indeed, but proves us
  
  That spices fly
  
  In the receipt. It was the distance
  
  Was savory.",259,,undue significance a starving man attaches to food far off he sighs and therefore hopeless and therefore good partaken it relieves indeed but proves us that spices fly in the receipt it was the distance was savory,213
"  Heart not so heavy as mine,","  Heart not so heavy as mine,
  
  Wending late home,
  
  As it passed my window
  
  Whistled itself a tune, —
  

  A careless snatch, a ballad,
  
  A ditty of the street;
  
  Yet to my irritated ear
  
  An anodyne so sweet,
  

  It was as if a bobolink,
  
  Sauntering this way,
  
  Carolled and mused and carolled,
  
  Then bubbled slow away.
  

  It was as if a chirping brook
  
  Upon a toilsome way
  
  Set bleeding feet to minuets
  
  Without the knowing why.
  

  To-morrow, night will come again,
  
  Weary, perhaps, and sore.
  
  Ah, bugle, by my window,
  
  I pray you stroll once more!",614,,heart not so heavy as mine wending late home as it passed my window whistled itself a tune a careless snatch a ballad a ditty of the street yet to my irritated ear an anodyne so sweet it was as if a bobolink sauntering this way carolled and mused and carolled then bubbled slow away it was as if a chirping brook upon a toilsome way set bleeding feet to minuets without the knowing why tomorrow night will come again weary perhaps and sore ah bugle by my window i pray you stroll once more,489
"  I many times thought peace had come,","  I many times thought peace had come,
  
  When peace was far away;
  
  As wrecked men deem they sight the land
  
  At centre of the sea,
  

  And struggle slacker, but to prove,
  
  As hopelessly as I,
  
  How many the fictitious shores
  
  Before the harbor lie.",271,,i many times thought peace had come when peace was far away as wrecked men deem they sight the land at centre of the sea and struggle slacker but to prove as hopelessly as i how many the fictitious shores before the harbor lie,226
  Unto my books so good to turn,"  Unto my books so good to turn
  
  Far ends of tired days;
  
  It half endears the abstinence,
  
  And pain is missed in praise.
  

  As flavors cheer retarded guests
  
  With banquetings to be,
  
  So spices stimulate the time
  
  Till my small library.
  

  It may be wilderness without,
  
  Far feet of failing men,
  
  But holiday excludes the night,
  
  And it is bells within.
  

  I thank these kinsmen of the shelf;
  
  Their countenances bland
  
  Enamour in prospective,
  
  And satisfy, obtained.",523,,unto my books so good to turn far ends of tired days it half endears the abstinence and pain is missed in praise as flavors cheer retarded guests with banquetings to be so spices stimulate the time till my small library it may be wilderness without far feet of failing men but holiday excludes the night and it is bells within i thank these kinsmen of the shelf their countenances bland enamour in prospective and satisfy obtained,430
"  This merit hath the worst, —","  This merit hath the worst, —
  
  It cannot be again.
  
  When Fate hath taunted last
  
  And thrown her furthest stone,
  

  The maimed may pause and breathe,
  
  And glance securely round.
  
  The deer invites no longer
  
  Than it eludes the hound.",259,,this merit hath the worst it cannot be again when fate hath taunted last and thrown her furthest stone the maimed may pause and breathe and glance securely round the deer invites no longer than it eludes the hound,213
  I had been hungry all the years;,"  I had been hungry all the years;
  
  My noon had come, to dine;
  
  I, trembling, drew the table near,
  
  And touched the curious wine.
  

  'T was this on tables I had seen,
  
  When turning, hungry, lone,
  
  I looked in windows, for the wealth
  
  I could not hope to own.
  

  I did not know the ample bread,
  
  'T was so unlike the crumb
  
  The birds and I had often shared
  
  In Nature's dining-room.
  

  The plenty hurt me, 't was so new, —
  
  Myself felt ill and odd,
  
  As berry of a mountain bush
  
  Transplanted to the road.
  

  Nor was I hungry; so I found
  
  That hunger was a way
  
  Of persons outside windows,
  
  The entering takes away.",685,,i had been hungry all the years my noon had come to dine i trembling drew the table near and touched the curious wine t was this on tables i had seen when turning hungry lone i looked in windows for the wealth i could not hope to own i did not know the ample bread t was so unlike the crumb the birds and i had often shared in natures diningroom the plenty hurt me t was so new myself felt ill and odd as berry of a mountain bush transplanted to the road nor was i hungry so i found that hunger was a way of persons outside windows the entering takes away,555
"  I gained it so,","  I gained it so,
  
  By climbing slow,
  
  By catching at the twigs that grow
  
  Between the bliss and me.
  
  It hung so high,
  
  As well the sky
  
  Attempt by strategy.
  


  I said I gained it, —
  
  This was all.
  
  Look, how I clutch it,
  
  Lest it fall,
  
  And I a pauper go;
  
  Unfitted by an instant's grace
  
  For the contented beggar's face
  
  I wore an hour ago.",397,,i gained it so by climbing slow by catching at the twigs that grow between the bliss and me it hung so high as well the sky attempt by strategy i said i gained it this was all look how i clutch it lest it fall and i a pauper go unfitted by an instants grace for the contented beggars face i wore an hour ago,307
"  To learn the transport by the pain,","  To learn the transport by the pain,
  
  As blind men learn the sun;
  
  To die of thirst, suspecting
  
  That brooks in meadows run;
  

  To stay the homesick, homesick feet
  
  Upon a foreign shore
  
  Haunted by native lands, the while,
  
  And blue, beloved air —
  

  This is the sovereign anguish,
  
  This, the signal woe!
  
  These are the patient laureates
  
  Whose voices, trained below,
  

  Ascend in ceaseless carol,
  
  Inaudible, indeed,
  
  To us, the duller scholars
  
  Of the mysterious bard!",528,,to learn the transport by the pain as blind men learn the sun to die of thirst suspecting that brooks in meadows run to stay the homesick homesick feet upon a foreign shore haunted by native lands the while and blue beloved air this is the sovereign anguish this the signal woe these are the patient laureates whose voices trained below ascend in ceaseless carol inaudible indeed to us the duller scholars of the mysterious bard,428
"  I years had been from home,","  I years had been from home,
  
  And now, before the door,
  
  I dared not open, lest a face
  
  I never saw before
  

  Stare vacant into mine
  
  And ask my business there.
  
  My business, — just a life I left,
  
  Was such still dwelling there?
  

  I fumbled at my nerve,
  
  I scanned the windows near;
  
  The silence like an ocean rolled,
  
  And broke against my ear.
  

  I laughed a wooden laugh
  
  That I could fear a door,
  
  Who danger and the dead had faced,
  
  But never quaked before.
  

  I fitted to the latch
  
  My hand, with trembling care,
  
  Lest back the awful door should spring,
  
  And leave me standing there.
  

  I moved my fingers off
  
  As cautiously as glass,
  
  And held my ears, and like a thief
  
  Fled gasping from the house.",794,,i years had been from home and now before the door i dared not open lest a face i never saw before stare vacant into mine and ask my business there my business just a life i left was such still dwelling there i fumbled at my nerve i scanned the windows near the silence like an ocean rolled and broke against my ear i laughed a wooden laugh that i could fear a door who danger and the dead had faced but never quaked before i fitted to the latch my hand with trembling care lest back the awful door should spring and leave me standing there i moved my fingers off as cautiously as glass and held my ears and like a thief fled gasping from the house,648
